JMENO,POHLAVI,EKVIVALENC,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7,CLOVEK,ELF,TRPASLIK,HOBIT,KUDUK,BARBAR,KROLL,VALECNIK,HRANICAR,ALCHYMISTA,KOUZELNIK,ZLODEJ
Skorpin,M,,Skorpina,Skorpinovi,Skorpina,Skorpine,Skorpinovi,Skorpinem,1,0,1,0,0,1,0,1,1,1,1,1
Skot,M,2376.0,Skota,Skotovi,Skota,Skote,Skotovi,Skotem,1,0,0,0,0,1,0,1,1,1,1,1
Skran,M,,Skrana,Skranovi,Skrana,Skrane,Skranovi,Skranem,0,0,1,0,0,1,0,1,1,1,1,1
SkrblĄk,M,,SkrblĄka,SkrblĄkovi,SkrblĄka,SkrblĄku,SkrblĄkovi,SkrblĄkem,1,0,0,1,1,0,0,1,1,1,1,1
Skretodrv,M,,Skretodrva,Skretodrvovi,Skretodrva,Skretodrve,Skretodrvovi,Skretodrvem,1,0,1,0,0,1,1,1,1,1,1,1
SkucĄcĄ Breh,M,,SkucĄcĄho Brehu,SkucĄcĄmu Brehu,SkucĄcĄ Breh,SkucĄcĄ Brehu,SkucĄcĄm Brehu,SkucĄcĄm Brehem,1,0,0,0,0,1,1,1,1,1,1,1
Skulltop,M,,Skulltopa,Skulltopovi,Skulltopa,Skulltope,Skulltopovi,Skulltopem,1,0,0,0,0,1,0,1,1,1,1,1
Skuz,M,,Skuze,Skuzovi,Skuze,Skuzi,Skuzovi,Skuzem,1,0,1,0,0,1,0,1,1,1,1,1
Skyl,M,1170.0,Skyla,Skylovi,Skyla,Skyle,Skylovi,Skylem,1,0,0,0,1,1,1,1,1,1,1,1
Skyla,F,1169.0,Skyly,Skyle,Skylu,Skylo,Skyle,Skylou,1,0,0,0,0,1,0,1,1,1,1,1
Skylla,F,1169.0,Skylly,Skylle,Skyllu,Skyllo,Skylle,Skyllou,1,1,0,0,0,1,0,1,1,1,1,1
Skylle,M,1170.0,Skylleho,Skyllemu,Skylleho,Skylle,Skyllem,Skyllem,1,0,1,0,0,1,0,1,1,1,1,1
Skylos,M,1170.0,Skyla,Skylovi,Skyla,Skyle,Skylovi,Skylem,1,1,0,0,0,0,0,1,1,1,1,1
Skyth,F,,Skyth,Skyth,Skyth,Skyth,Skyth,Skyth,1,0,1,0,0,1,0,1,1,1,1,1
Skyth,M,,Skytha,Skythovi,Skytha,Skythe,Skythovi,Skythem,1,0,1,0,0,1,0,1,1,1,1,1
Slaby Buvol,M,,Slabho Buvola,Slabmu Buvolovi,Slabho Buvola,Slaby Buvole,Slabm Buvolovi,Slabym Buvolem,1,1,0,0,0,1,1,1,1,1,1,1
Slan,M,2749.0,Slana,Slanovi,Slana,Slane,Slanovi,Slanem,1,1,1,1,1,1,0,1,1,1,1,1
Slartibartar,M,,Slartibartara,Slartibartarovi,Slartibartara,Slartibartare,Slartibartarovi,Slartibartarem,1,1,0,1,0,1,0,1,1,1,1,1
Slartibartfast,M,,Slartibartfasta,Slartibartfastovi,Slartibartfasta,Slartibartfaste,Slartibartfastovi,Slartibartfastem,1,1,0,1,0,1,0,1,1,1,1,1
Sl va,F,1681.0,Sl vy,Sl ve,Sl vu,Sl vo,Sl ve,Sl vou,1,0,0,1,0,1,1,1,1,1,1,1
Sl va,M,1680.0,Sl vy,Sl vovi,Sl vu,Sl vo,Sl vovi,Sl vou,1,0,0,1,0,1,1,1,1,1,1,1
Slavata,M,,Slavaty,Slavatovi,Slavatu,Slavato,Slavatovi,Slavatem,1,0,0,1,1,1,0,1,1,1,1,1
Sl vek,M,1680.0,Sl vka,Sl vkovi,Sl vka,Sl vku,Sl vkovi,Sl vkem,1,0,0,1,0,1,0,1,1,1,1,1
Slavena,F,2352.0,Slaveny,Slavene,Slavenu,Slaveno,Slavene,Slavenou,1,0,1,1,1,1,0,1,1,1,1,1
Slavenka,F,2352.0,Slavenky,Slavence,Slavenku,Slavenko,Slavence,Slavenkou,1,0,0,1,1,0,0,1,1,1,1,1
Slavik,M,2365.0,Slavika,Slavikovi,Slavika,Slaviku,Slavikovi,Slavikem,1,1,0,1,1,1,0,1,1,1,1,1
SlavĄk,M,2365.0,SlavĄka,SlavĄkovi,SlavĄka,SlavĄku,SlavĄkovi,SlavĄkem,1,1,0,1,1,1,0,1,1,1,1,1
Sl vka,F,1681.0,Sl vky,Sl vce,Sl vku,Sl vko,Sl vce,Sl vkou,1,0,0,1,0,1,0,1,1,1,1,1
Slel,M,2750.0,Slela,Slelovi,Slela,Slele,Slelovi,Slelem,1,1,1,1,1,1,0,1,1,1,1,1
Sligo,M,,Sliga,Sligovi,Sliga,Sligo,Sligovi,Sligem,1,0,1,1,0,1,0,1,1,1,1,1
Slinger,M,,Slingera,Slingerovi,Slingera,Slingere,Slingerovi,Slingerem,1,0,1,0,0,1,0,1,1,1,1,1
Slira,F,,Sliry,Slire,Sliru,Sliro,Slire,Slirou,1,1,0,0,1,1,0,1,1,1,1,1
Slith,M,,Slitha,Slithovi,Slitha,Slithu,Slithovi,Slithem,1,1,0,0,0,1,0,1,1,1,1,1
Slitt,M,,Slitta,Slittovi,Slitta,Slitte,Slittovi,Slittem,1,0,0,0,0,1,0,1,1,1,1,1
Sliz,M,2466.0,Sliza,Slizovi,Sliza,Slize,Slizovi,Slizem,0,0,0,0,0,0,1,1,1,1,1,1
Slizoun,M,2466.0,Slizouna,Slizounovi,Slizouna,Slizoune,Slizounovi,Slizounem,0,0,0,0,0,0,1,1,1,1,1,1
Slon,M,2423.0,Slona,Slonovi,Slona,Slone,Slonovi,Slonem,1,0,1,0,0,1,1,1,1,1,1,1
Slonbidlo,M,,Slonbidla,Slonbidlovi,Slonbidla,Slonbidlo,Slonbidlovi,Slonbidlem,0,0,0,0,0,0,1,1,1,1,1,1
Slonisko,M,2423.0,Sloniska,Sloniskovi,Sloniska,Slonisko,Sloniskovi,Sloniskem,1,0,1,0,0,1,1,1,1,1,1,1
Sloth,M,,Slotha,Slothovi,Slotha,Slothu,Slothovi,Slothem,1,1,0,0,0,1,0,1,1,1,1,1
Sludig,M,,Sludiga,Sludigovi,Sludiga,Sludigu,Sludigovi,Sludigem,1,0,1,0,0,1,0,1,1,1,1,1
SlunĄcka,F,,SlunĄcky,SlunĄcce,SlunĄcku,SlunĄcko,SlunĄcce,SlunĄckou,0,1,0,1,0,0,0,1,1,1,1,1
SlunĄcko,M,,SlunĄcka,SlunĄckovi,SlunĄcka,SlunĄcko,SlunĄckovi,SlunĄckem,0,1,0,1,0,0,0,1,1,1,1,1
Slut,M,,Sluta,Slutovi,Sluta,Slute,Slutovi,Slutem,1,0,1,0,1,1,1,1,1,1,1,1
Sly,M,,Slye,Slyovi,Slye,Slyi,Slyovi,Slyem,1,0,0,0,0,1,0,1,1,1,1,1
Slythe,M,,Slytha,Slythovi,Slytha,Slythe,Slythovi,Slythem,0,0,0,0,0,1,0,1,1,1,1,1
Smara,F,,Smary,Smare,Smaru,Smaro,Smare,Smarou,1,1,0,1,1,1,0,1,1,1,1,1
Smagol,M,,Smagola,Smagolovi,Smagola,Smagole,Smagolovi,Smagolem,0,0,0,1,0,0,0,1,1,1,1,1
SmelmĄr,M,,SmelmĄra,SmelmĄrovi,SmelmĄra,SmelmĄre,SmelmĄrovi,SmelmĄrem,0,0,0,1,0,0,0,1,1,1,1,1
Smiralda,F,,Smiraldy,Smiralde,Smiraldu,Smiraldo,Smiralde,Smiraldou,1,1,0,1,1,1,0,1,1,1,1,1
SmĄsek,M,,SmĄska,SmĄskovi,SmĄska,SmĄsku,SmĄskovi,SmĄskem,0,0,0,1,0,0,0,1,1,1,1,1
Smol,M,,Smola,Smolovi,Smola,Smole,Smolovi,Smolem,1,0,1,0,1,1,1,1,1,1,1,1
Smolivor,M,,Smolivora,Smolivorovi,Smolirova,Smolivore,Smolivorovi,Smolivorem,1,1,1,1,1,1,1,1,1,1,1,1
Smolk,M,,Smolka,Smolkovi,Smolka,Smolku,Smolkovi,Smolkem,1,0,1,0,1,1,1,1,1,1,1,1
Smrcek,M,2472.0,Smrcka,Smrckovi,Smrcka,Smrcku,Smrckovi,Smrckem,1,1,0,0,0,1,1,1,1,1,1,1
Smrk,M,2472.0,Smrka,Smrkovi,Smrka,Smrku,Smrkovi,Smrkem,1,1,0,0,0,1,1,1,1,1,1,1
Smrkomil,M,,Smrkomila,Smrkomilovi,Smrkomila,Smrkomile,Smrkomilovi,Smrkomilem,1,1,0,1,1,1,0,1,1,1,1,1
Smrkomila,F,1988.0,Smrkomily,Smrkomile,Smrkomilu,Smrkomilo,Smrkomile,Smrkomilou,1,1,0,1,1,1,0,1,1,1,1,1
Smrkomilka,F,1988.0,Smrkomilky,Smrkomilce,Smrkomilku,Smrkomilko,Smrkomilce,Smrkomilkou,1,1,0,1,0,0,0,1,1,1,1,1
Smrkomir,M,2261.0,Smrkomira,Smrkomirovi,Smrkomira,Smrkomire,Smrkomirovi,Smrkomirem,1,1,0,1,1,1,0,1,1,1,1,1
SmrkomĄr,M,2261.0,SmrkomĄra,SmrkomĄrovi,SmrkomĄra,SmrkomĄre,SmrkomĄrovi,SmrkomĄrem,1,1,0,1,1,1,0,1,1,1,1,1
Smrkomira,F,2262.0,Smrkomiry,Smrkomire,Smrkomiru,Smrkomiro,Smrkomire,Smrkomirou,1,1,0,1,1,1,0,1,1,1,1,1
SmrkomĄra,F,2262.0,SmrkomĄry,SmrkomĄre,SmrkomĄru,SmrkomĄro,SmrkomĄre,SmrkomĄrou,1,1,0,1,1,1,0,1,1,1,1,1
Smrkoslav,M,,Smrkoslava,Smrkoslavovi,Smrkoslava,Smrkoslave,Smrkoslavovi,Smrkoslavem,1,1,1,1,1,1,1,1,1,1,1,1
Smrkoslava,F,,Smrkoslavy,Smrkoslave,Smrkoslavu,Smrkoslavo,Smrkoslave,Smrkoslavou,1,1,1,1,1,1,1,1,1,1,1,1
Smrt k,M,,Smrt ka,Smrt kovĄ,Smrt ka,Smrt ku,Smrt kovi,Smrt kem,0,0,0,0,0,0,1,1,1,1,1,1
Smrtomor,M,,Smrtomora,Smrtomorovi,Smrtomora,Smrtomore,Smrtomorovi,Smrtomorem,1,0,1,0,0,1,1,1,1,1,1,1
Smuel,M,,Smuela,Smuelovi,Smuela,Smuele,Smuelovi,Smuelem,1,0,1,1,1,1,0,1,1,1,1,1
Snad,M,,Snada,Snadovi,Snada,Snade,Snadovi,Snadem,1,0,1,0,0,1,1,1,1,1,1,1
Snaga,F,,Snagy,Snaze,Snagu,Snago,Snaze,Snagou,0,0,1,0,0,1,1,1,1,1,1,1
Snaga,M,,Snagy,Snagovi,Snagu,Snago,Snagovi,Snagou,0,0,1,0,0,1,1,1,1,1,1,1
Snakh,M,,Snakha,Snakhovi,Snakha,Snakhu,Snakhovi,Snakhem,0,0,1,0,0,1,0,1,1,1,1,1
Snarp,M,,Snarpa,Snarpovi,Snarpa,Snarpe,Snarpovi,Snarpem,1,1,1,1,1,1,0,1,1,1,1,1
Snarri,F,,Snarri,Snarri,Snarri,Snarri,Snarri,Snarri,1,1,0,0,0,0,0,1,1,1,1,1
Snehurka,F,,Snehurky,Snehurce,Snehurku,Snehurko,Snehurce,Snehurkou,1,1,0,1,0,0,0,1,1,1,1,1
Snerit,M,1845.0,Snerita,Sneritovi,Snerita,Snerite,Sneritovi,Sneritem,1,0,1,0,1,1,0,1,1,1,1,1
Sneryt,M,1845.0,Sneryta,Snerytovi,Sneryta,Sneryte,Snerytovi,Snerytem,1,0,1,0,1,1,0,1,1,1,1,1
Snes,M,,Snese,Snesovi,Snese,Snesi,Snesovi,Snesem,1,1,0,1,1,1,0,1,1,1,1,1
Snikt,M,,Snikta,Sniktovi,Snikta,Snikte,Sniktovi,Sniktem,0,0,1,0,1,1,0,1,1,1,1,1
Snow,M,,Snowa,Snowovi,Snowa,Snowe,Snowovi,Snowem,1,0,0,0,0,1,0,1,1,1,1,1
Soal,M,,Soala,Soalovi,Soala,Soale,Soalovi,Soalem,1,1,0,0,0,0,0,1,1,1,1,1
Soala,F,1171.0,Soaly,Soale,Soalu,Soalo,Soale,Soalou,1,1,0,0,0,0,0,1,1,1,1,1
So lie,F,1171.0,So lie,So lii,So lii,So lie,So lii,So liĄ,1,1,0,1,1,1,0,1,1,1,1,1
Soam,M,,Soama,Soamovi,Soama,Soame,Soamovi,Soamem,1,1,0,0,0,0,0,1,1,1,1,1
Soama,F,,Soamy,Soame,Soamu,Soamo,Soame,Soamou,1,1,0,0,0,0,0,1,1,1,1,1
Sob,M,,Soba,Sobovi,Soba,Sobe,Sobovi,Sobem,1,1,0,0,0,1,1,1,1,1,1,1
Sobin,M,,Sobina,Sobinovi,Sobina,Sobine,Sobinovi,Sobinem,1,1,0,1,1,1,0,1,1,1,1,1
Sobun,M,,Sobuna,Sobunovi,Sobuna,Sobune,Sobunovi,Sobunem,1,0,1,0,1,1,0,1,1,1,1,1
Sodal,M,,Sodala,Sodalovi,Sodala,Sodale,Sodalovi,Sodalem,1,0,1,0,1,1,0,1,1,1,1,1
Sodala,F,,Sodaly,Sodale,Sodalu,Sodalo,Sodale,Sodalou,1,0,1,0,1,1,0,1,1,1,1,1
Soden,M,,Sodena,Sodenovi,Sodena,Sodene,Sodenovi,Sodenem,1,0,1,1,1,1,0,1,1,1,1,1
Sodom,M,,Sodoma,Sodomovi,Sodoma,Sodome,Sodomovi,Sodomem,1,0,1,0,0,1,1,1,1,1,1,1
Sodoma,F,,Sodomy,Sodome,Sodomu,Sodomo,Sodome,Sodomou,1,0,1,0,0,1,1,1,1,1,1,1
Sofia,F,1172.0,Sofie,Sofie,Sofiu,Sofio,Sofie,Sofiou,1,0,0,0,0,0,0,1,1,1,1,1
Sofie,F,1172.0,Sofie,Sofii,Sofii,Sofie,Sofii,SofiĄ,1,0,0,1,1,1,0,1,1,1,1,1
Sofrona,F,1179.0,Sofrony,Sofrone,Sofronu,Sofrono,Sofrone,Sofronou,1,1,0,1,0,1,0,1,1,1,1,1
Sogh,M,,Sogha,Soghovi,Sogha,Soghu,Soghovi,Soghem,0,0,1,0,0,1,0,1,1,1,1,1
Sograny,M,2710.0,Sogranyho,Sogranymu,Sogranyho,Sograny,Sogranym,Sogranym,1,0,1,0,0,1,0,1,1,1,1,1
Sogr ny,M,2710.0,Sogr nyho,Sogr nymu,Sogr nyho,Sogr ny,Sogr nym,Sogr nym,1,0,1,0,0,1,0,1,1,1,1,1
Sogreel,F,2766.0,Sogreel,Sogreel,Sogreel,Sogreel,Sogreel,Sogreel,1,1,1,0,0,1,0,1,1,1,1,1
Sogreel,M,2765.0,Sogreela,Sogreelovi,Sogreela,Sogreele,Sogreelovi,Sogreelem,1,1,1,0,0,1,0,1,1,1,1,1
Sogreela,F,2766.0,Sogreely,Sogreele,Sogreelu,Sogreelo,Sogreele,Sogreelou,1,1,1,0,0,1,0,1,1,1,1,1
Sogrel,F,2766.0,Sogrel,Sogrel,Sogrel,Sogrel,Sogrel,Sogrel,1,1,1,0,0,1,0,1,1,1,1,1
Sogrel,M,2765.0,Sogrela,Sogrelovi,Sogrela,Sogrele,Sogrelovi,Sogrelem,1,1,1,0,0,1,0,1,1,1,1,1
Sogrela,F,2766.0,Sogrely,Sogrele,Sogrelu,Sogrelo,Sogrele,Sogrelou,1,1,1,0,0,1,0,1,1,1,1,1
Soia,F,,Soie,Soie,Soiu,Soio,Soie,Soiou,1,1,0,0,0,0,0,1,1,1,1,1
SokolĄ oko,M,,SokolĄho oka,SokolĄmu oku,SokolĄ oko,SokolĄ oko,SokolĄm oku,SokolĄm okem,1,1,0,0,0,1,1,1,1,1,1,1
Sokrates,M,,Sokrata,Sokratovi,Sokrata,Sokrate,Sokratovi,Sokratem,1,1,0,0,0,0,0,1,1,1,1,1
Sol,F,1173.0,Sol,Sol,Sol,Sol,Sol,Sol,1,1,0,1,1,1,0,1,1,1,1,1
Sol,M,,Sola,Solovi,Sola,Sole,Solovi,Solem,1,1,1,1,1,1,1,1,1,1,1,1
Sola,F,1173.0,Soly,Sole,Solu,Solo,Sole,Solou,1,1,1,1,1,1,1,1,1,1,1,1
Solanar,M,,Solanara,Solanarovi,Solanara,Solanare,Solanarovi,Solanarem,1,1,0,1,1,1,0,1,1,1,1,1
Solange,F,,Solange,Solange,Solange,Solange,Solange,Solange,1,1,0,0,0,1,0,1,1,1,1,1
Solaria,F,1174.0,Solarie,Solarie,Solariu,Solario,Solarie,Solariou,1,1,0,0,0,0,0,1,1,1,1,1
Solarie,F,1174.0,Solarie,Solarii,Solarii,Solarie,Solarii,SolariĄ,1,1,0,1,1,1,0,1,1,1,1,1
Sol rie,F,1174.0,Sol rie,Sol rii,Sol rii,Sol rie,Sol rii,Sol riĄ,1,0,0,1,1,1,0,1,1,1,1,1
Solaris,F,1174.0,Solaris,Solaris,Solaris,Solaris,Solaris,Solaris,1,1,0,0,0,1,0,1,1,1,1,1
Sole,F,,Sole,Sole,Sole,Sole,Sole,Sole,1,0,0,0,0,1,0,1,1,1,1,1
Sole,M,,Soleho,Solemu,Soleho,Sole,Solem,Solem,1,0,0,0,0,1,0,1,1,1,1,1
Soliman,M,,Solimana,Solimanovi,Solimana,Solimane,Solimanovi,Solimanem,1,1,0,1,1,1,0,1,1,1,1,1
Solmir,M,2502.0,Solmira,Solmirovi,Solmira,Solmire,Solmirovi,Solmirem,1,1,1,1,1,1,0,1,1,1,1,1
Solmyr,M,2502.0,Solmyra,Solmyrovi,Solmyra,Solmyre,Solmyrovi,Solmyrem,1,1,1,1,1,1,0,1,1,1,1,1
Solomon,M,1175.0,Solomona,Solomonovi,Solomona,Solomone,Solomonovi,Solomonem,1,0,0,1,1,1,0,1,1,1,1,1
Solothern,M,,Solotherna,Solothernovi,Solotherna,Solotherne,Solothernovi,Solothernem,1,1,0,0,0,0,0,1,1,1,1,1
Solphina,F,3719.0,Solphiny,Solphine,Solphinu,Solphino,Solphine,Solphinou,1,1,1,0,0,1,0,1,1,1,1,1
Solphinka,F,3719.0,Solphinky,Solphince,Solphinku,Solphinko,Solphince,Solphinkou,1,1,1,0,0,1,0,1,1,1,1,1
Solphyna,F,3719.0,Solphyny,Solphyne,Solphynu,Solphyno,Solphyne,Solphynou,1,1,1,0,0,1,0,1,1,1,1,1
Solphynka,F,3719.0,Solphynky,Solphynce,Solphynku,Solphynko,Solphynce,Solphynkou,1,1,1,0,0,1,0,1,1,1,1,1
Solum,M,,Soluma,Solumovi,Soluma,Solume,Solumovi,Solumem,1,0,1,0,1,1,0,1,1,1,1,1
Soluma,F,,Solumy,Solume,Solumu,Solumo,Solume,Solumou,1,0,1,0,1,1,0,1,1,1,1,1
Solvasdoter,M,2522.0,Solvasdotera,Solvasdoterovi,Solvasdotera,Solvasdotere,Solvasdoterovi,Solvasdoterem,1,0,1,0,0,1,0,1,1,1,1,1
Solvasdotter,M,2522.0,Solvasdottera,Solvasdotterovi,Solvasdottera,Solvasdottere,Solvasdotterovi,Solvasdotterem,1,0,1,0,0,1,0,1,1,1,1,1
Solveig,F,3838.0,Solveig,Solveig,Solveig,Solveig,Solveig,Solveig,1,1,1,0,0,1,0,1,1,1,1,1
Solveig,M,3837.0,Solveiga,Solveigovi,Solveiga,Solveigu,Solveigovi,Solveigem,1,1,1,0,0,1,0,1,1,1,1,1
Solveigh,F,3838.0,Solveigh,Solveigh,Solveigh,Solveigh,Solveigh,Solveigh,1,1,1,0,0,1,0,1,1,1,1,1
Solveigh,M,3837.0,Solveigha,Solveighovi,Solveigha,Solveighu,Solveighovi,Solveighem,1,1,1,0,0,1,0,1,1,1,1,1
Somnos,M,1176.0,Somna,Somnovi,Somna,Somne,Somnovi,Somnem,1,1,0,0,0,0,0,1,1,1,1,1
Somnus,M,1176.0,Somna,Somnovi,Somna,Somne,Somnovi,Somnem,1,1,0,0,0,0,0,1,1,1,1,1
Son,F,3327.0,Son,Son,Son,Son,Son,Son,1,0,0,1,1,1,1,1,1,1,1,1
Son,M,3328.0,Sona,Sonovi,Sona,Sone,Sonovi,Sonem,1,1,1,1,1,1,1,1,1,1,1,1
Sona,F,3327.0,Sony,Sone,Sonu,Sono,Sone,Sonou,1,1,1,1,1,1,1,1,1,1,1,1
Sona,F,1177.0,Soni,Sone,Sonu,Sono,Sone,Sonou,1,0,0,1,1,1,1,1,1,1,1,1
Sonak,M,,Sonaka,Sonakovi,Sonaka,Sonaku,Sonakovi,Sonakem,1,0,1,0,1,1,0,1,1,1,1,1
Sone,F,3327.0,Sone,Sone,Sone,Sone,Sone,Sone,1,0,0,0,0,1,0,1,1,1,1,1
Soner,M,,Sonera,Sonerovi,Sonera,Sonere,Sonerovi,Sonerem,1,0,0,1,1,1,1,1,1,1,1,1
Songara,F,,Songary,Songare,Songaru,Songaro,Songare,Songarou,1,0,1,0,0,1,0,1,1,1,1,1
Songare,M,,Songareho,Songaremu,Songareho,Songare,Songarem,Songarem,1,0,1,0,0,1,0,1,1,1,1,1
Sonia,F,1177.0,Sonie,Sonie,Soniu,Sonio,Sonie,Soniou,1,1,0,0,0,1,0,1,1,1,1,1
Sonicka,F,1177.0,Sonicky,Sonicce,Sonicku,Sonicko,Sonicce,Sonickou,1,0,0,1,1,1,0,1,1,1,1,1
Sonja,F,1177.0,Sonji,Sonje,Sonju,Sonjo,Sonje,Sonjou,1,0,0,0,0,0,0,1,1,1,1,1
Sonn,F,3327.0,Sonn,Sonn,Sonn,Sonn,Sonn,Sonn,1,1,1,0,0,1,0,1,1,1,1,1
Sonn,M,3328.0,Sonna,Sonnovi,Sonna,Sonne,Sonnovi,Sonnem,1,0,0,0,0,1,0,1,1,1,1,1
Sonna,F,3327.0,Sonny,Sonne,Sonnu,Sonno,Sonne,Sonnou,1,1,1,0,0,1,0,1,1,1,1,1
Sonne,F,3327.0,Sonne,Sonne,Sonne,Sonne,Sonne,Sonne,1,0,0,0,0,1,0,1,1,1,1,1
Sonner,M,,Sonnera,Sonnerovi,Sonnera,Sonnere,Sonnerovi,Sonnerem,1,0,0,0,0,1,0,1,1,1,1,1
Sonnoma,F,3828.0,Sonnomy,Sonnome,Sonnomu,Sonnomo,Sonnome,Sonnomou,1,1,1,0,0,1,0,1,1,1,1,1
Sonoma,F,3828.0,Sonomy,Sonome,Sonomu,Sonomo,Sonome,Sonomou,1,1,1,1,1,1,0,1,1,1,1,1
Sonya,F,1177.0,Sonye,Sonye,Sonyu,Sonyo,Sonye,Sonyou,1,1,0,0,0,1,0,1,1,1,1,1
Soper,M,,Sopera,Soperovi,Sopera,Sopere,Soperovi,Soperem,1,0,0,0,0,1,0,1,1,1,1,1
Sophia,F,1172.0,Sophie,Sophie,Sophiu,Sophio,Sophie,Sophiou,1,1,0,0,0,1,0,1,1,1,1,1
Sophie,F,1172.0,Sophie,Sophie,Sophie,Sophie,Sophie,Sophie,1,0,0,0,0,1,0,1,1,1,1,1
Sophrona,F,1179.0,Sophrony,Sophrone,Sophronu,Sophrono,Sophrone,Sophronou,1,1,0,0,0,1,0,1,1,1,1,1
Sor,M,,Sora,Sorovi,Sora,Sore,Sorovi,Sorem,1,0,1,0,1,1,1,1,1,1,1,1
Sora,F,,Sory,Sore,Soru,Soro,Sore,Sorou,1,1,0,1,1,1,0,1,1,1,1,1
Soraia,F,1180.0,Soraie,Soraie,Soraiu,Soraio,Soraie,Soraiou,1,1,0,0,0,0,0,1,1,1,1,1
Soraiama,F,2942.0,Soraiamy,Soraiame,Soraiamu,Soraiamo,Soraiame,Soraiamou,0,1,0,0,0,0,0,1,1,1,1,1
Sorak,M,,Soraka,Sorakovi,Soraka,Soraku,Sorakovi,Sorakem,1,1,0,1,1,1,0,1,1,1,1,1
Soran,F,1722.0,Soran,Soran,Soran,Soran,Soran,Soran,1,1,1,1,1,1,0,1,1,1,1,1
Soran,M,,Sorana,Soranovi,Sorana,Sorane,Soranovi,Soranem,1,1,1,1,1,1,0,1,1,1,1,1
Sorana,F,1722.0,Sorany,Sorane,Soranu,Sorano,Sorane,Soranou,1,1,1,1,1,1,0,1,1,1,1,1
Sorasil,M,,Sorasila,Sorasilovi,Sorasila,Sorasile,Sorasilovi,Sorasilem,1,1,0,1,1,0,0,1,1,1,1,1
Soraya,F,1180.0,Soraye,Soraye,Sorayu,Sorayo,Soraye,Sorayou,1,1,0,0,0,0,0,1,1,1,1,1
Sorayama,F,2942.0,Sorayamy,Sorayame,Sorayamu,Sorayamo,Sorayame,Sorayamou,0,1,0,0,0,0,0,1,1,1,1,1
Sorbjonn,M,,Sorbjonna,Sorbjonnovi,Sorbjonna,Sorbjonne,Sorbjonnovi,Sorbjonnem,1,0,1,0,0,1,0,1,1,1,1,1
Sordid,M,,Sordida,Sordidovi,Sordida,Sordide,Sordidovi,Sordidem,1,0,1,0,1,1,0,1,1,1,1,1
Soreel,F,1181.0,Soreel,Soreel,Soreel,Soreel,Soreel,Soreel,1,1,0,0,0,1,0,1,1,1,1,1
Sorel,F,1181.0,Sorel,Sorel,Sorel,Sorel,Sorel,Sorel,1,0,0,1,0,1,1,1,1,1,1,1
Sorel,M,1183.0,Sorela,Sorelovi,Sorela,Sorele,Sorelovi,Sorelem,1,0,0,1,0,1,1,1,1,1,1,1
Sorena,F,,Soreny,Sorene,Sorenu,Soreno,Sorene,Sorenou,1,1,0,1,1,1,1,1,1,1,1,1
Sorenz,M,3617.0,Sorenze,Sorenzovi,Sorenze,Sorenzi,Sorenzovi,Sorenzem,1,0,0,0,0,1,0,1,1,1,1,1
Sorenza,F,,Sorenzy,Sorenze,Sorenzu,Sorenzo,Sorenze,Sorenzou,1,0,0,0,0,1,0,1,1,1,1,1
Sorenzo,M,3617.0,Sorenza,Sorenzovi,Sorenza,Sorenzo,Sorenzovi,Sorenzem,1,0,0,0,0,1,0,1,1,1,1,1
Sorg,M,,Sorga,Sorgovi,Sorga,Sorgu,Sorgovi,Sorgem,1,0,1,0,0,1,0,1,1,1,1,1
Sorgi,F,1182.0,Sorgi,Sorgi,Sorgi,Sorgi,Sorgi,Sorgi,1,1,0,1,0,1,0,1,1,1,1,1
Sorgi,M,,Sorgiho,Sorgimu,Sorgiho,Sorgi,Sorgim,Sorgim,1,1,0,1,0,1,0,1,1,1,1,1
Sorgia,F,1182.0,Sorgie,Sorgie,Sorgiu,Sorgio,Sorgie,Sorgiou,1,1,0,0,0,0,0,1,1,1,1,1
Sorin,M,,Sorina,Sorinovi,Sorina,Sorine,Sorinovi,Sorinem,1,1,0,1,1,1,0,1,1,1,1,1
Sororita,F,3212.0,Sorority,Sororite,Sororitu,Sororito,Sororite,Sororitou,1,1,1,0,0,1,0,1,1,1,1,1
Sororit,F,3212.0,Sororit,Sororit,Sororit,Sororit,Sororit,Sororit,1,1,1,0,0,1,0,1,1,1,1,1
Sororitka,F,3212.0,Sororitky,Sororitce,Sororitku,Sororitko,Sororitce,Sororitkou,1,1,0,0,0,1,0,1,1,1,1,1
Sorority,F,3212.0,Sorority,Sorority,Sorority,Sorority,Sorority,Sorority,1,1,1,0,0,1,0,1,1,1,1,1
Sorrel,F,1181.0,Sorrel,Sorrel,Sorrel,Sorrel,Sorrel,Sorrel,1,0,0,0,0,1,0,1,1,1,1,1
Sorrel,M,1183.0,Sorrela,Sorrelovi,Sorrela,Sorrele,Sorrelovi,Sorrelem,1,0,0,0,0,1,0,1,1,1,1,1
Soter,M,2928.0,Sotera,Soterovi,Sotera,Sotere,Soterovi,Soterem,1,0,1,1,1,1,0,1,1,1,1,1
Sotero,M,2928.0,Sotera,Soterovi,Sotera,Sotero,Soterovi,Soterem,1,0,1,1,1,1,0,1,1,1,1,1
Sousse,M,,Sousseho,Soussemu,Sousseho,Sousse,Soussem,Soussem,1,0,0,0,0,1,0,1,1,1,1,1
